Date,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Reactions (organic),Reactions (sponsored),Reactions (total),Comments (organic),Comments (sponsored),Comments (total),Reposts (organic),Reposts (sponsored),Reposts (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
2025-05-29 00:00:00,29,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344827586206896,0,0
2025-05-30 00:00:00,30,0,30,14,3,0,3,0,0,0,0,0,0,0,0,0,0.1,0,0.1
2025-05-31 00:00:00,20,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01 00:00:00,22,0,22,10,1,0,1,1,0,1,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909
2025-06-02 00:00:00,94,0,94,24,1,0,1,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0.0106382978723404
2025-06-03 00:00:00,11,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-04 00:00:00,74,0,74,16,10,0,10,0,0,0,3,0,3,0,0,0,0.175675675675675,0,0.175675675675675
2025-06-05 00:00:00,23,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-06 00:00:00,44,0,44,20,22,0,22,1,0,1,1,0,1,0,0,0,0.545454545454545,0,0.545454545454545
2025-06-07 00:00:00,38,0,38,14,1,0,1,1,0,1,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684
2025-06-08 00:00:00,25,0,25,10,3,0,3,0,0,0,0,0,0,0,0,0,0.12,0,0.12
2025-06-09 00:00:00,33,0,33,10,9,0,9,0,0,0,0,0,0,0,0,0,0.272727272727272,0,0.272727272727272
2025-06-10 00:00:00,24,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-11 00:00:00,6,0,6,4,13,0,13,0,0,0,0,0,0,0,0,0,2.16666666666666,0,2.16666666666666
2025-06-12 00:00:00,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-13 00:00:00,46,0,46,26,2,0,2,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0.0434782608695652
2025-06-14 00:00:00,52,0,52,39,0,0,0,1,0,1,0,0,0,0,0,0,0.0192307692307692,0,0.0192307692307692
2025-06-15 00:00:00,54,0,54,31,3,0,3,1,0,1,0,0,0,0,0,0,0.074074074074074,0,0.074074074074074
2025-06-16 00:00:00,18,0,18,15,1,0,1,1,0,1,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111
2025-06-17 00:00:00,47,0,47,13,2,0,2,0,0,0,0,0,0,0,0,0,0.0425531914893617,0,0.0425531914893617
2025-06-18 00:00:00,12,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-19 00:00:00,50,0,50,15,3,0,3,0,0,0,0,0,0,0,0,0,0.06,0,0.06
2025-06-20 00:00:00,21,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-21 00:00:00,48,0,48,9,1,0,1,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0.0208333333333333
2025-06-22 00:00:00,21,0,21,6,1,0,1,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0476190476190476
2025-06-23 00:00:00,206,0,206,80,16,0,16,1,0,1,0,0,0,0,0,0,0.0825242718446602,0,0.0825242718446602
2025-06-24 00:00:00,220,0,220,71,20,0,20,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909
2025-06-25 00:00:00,95,0,95,35,6,0,6,1,0,1,2,0,2,0,0,0,0.0947368421052631,0,0.0947368421052631
2025-06-26 00:00:00,65,0,65,14,11,0,11,0,0,0,0,0,0,0,0,0,0.169230769230769,0,0.169230769230769
2025-06-27 00:00:00,21,0,21,11,1,0,1,1,0,1,0,0,0,0,0,0,0.0952380952380952,0,0.0952380952380952
2025-06-28 00:00:00,50,0,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-29 00:00:00,63,0,63,15,1,0,1,0,0,0,0,0,0,0,0,0,0.0158730158730158,0,0.0158730158730158
2025-06-30 00:00:00,45,0,45,21,3,0,3,0,0,0,0,0,0,0,0,0,0.0666666666666666,0,0.0666666666666666
2025-07-01 00:00:00,61,0,61,25,3,0,3,0,0,0,0,0,0,0,0,0,0.0491803278688524,0,0.0491803278688524
2025-07-02 00:00:00,564,0,564,259,49,0,49,16,0,16,2,0,2,1,0,1,0.120567375886524,0,0.120567375886524
2025-07-03 00:00:00,172,0,172,74,24,0,24,2,0,2,0,0,0,0,0,0,0.151162790697674,0,0.151162790697674
2025-07-04 00:00:00,73,0,73,43,2,0,2,0,0,0,0,0,0,0,0,0,0.0273972602739726,0,0.0273972602739726
2025-07-05 00:00:00,1607,0,1607,505,191,0,191,14,0,14,0,0,0,0,0,0,0.127566894835096,0,0.127566894835096
2025-07-06 00:00:00,1906,0,1906,735,242,0,242,18,0,18,0,0,0,0,0,0,0.136411332633788,0,0.136411332633788
2025-07-07 00:00:00,550,0,550,210,45,0,45,6,0,6,0,0,0,0,0,0,0.0927272727272727,0,0.0927272727272727
2025-07-08 00:00:00,259,0,259,94,29,0,29,2,0,2,0,0,0,0,0,0,0.119691119691119,0,0.119691119691119
2025-07-09 00:00:00,239,0,239,74,35,0,35,0,0,0,0,0,0,0,0,0,0.146443514644351,0,0.146443514644351
2025-07-10 00:00:00,145,0,145,58,18,0,18,3,0,3,0,0,0,0,0,0,0.144827586206896,0,0.144827586206896
2025-07-11 00:00:00,169,0,169,67,10,0,10,0,0,0,0,0,0,0,0,0,0.059171597633136,0,0.059171597633136
2025-07-12 00:00:00,128,0,128,58,6,0,6,1,0,1,0,0,0,0,0,0,0.0546875,0,0.0546875
2025-07-13 00:00:00,110,0,110,54,4,0,4,3,0,3,0,0,0,0,0,0,0.0636363636363636,0,0.0636363636363636
2025-07-14 00:00:00,50,0,50,27,5,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0.1
2025-07-15 00:00:00,40,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16 00:00:00,42,0,42,20,2,0,2,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0476190476190476
2025-07-17 00:00:00,133,0,133,33,16,0,16,0,0,0,0,0,0,0,0,0,0.120300751879699,0,0.120300751879699
2025-07-18 00:00:00,128,0,128,42,13,0,13,0,0,0,0,0,0,0,0,0,0.1015625,0,0.1015625
2025-07-19 00:00:00,76,0,76,44,4,0,4,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684
2025-07-20 00:00:00,71,0,71,28,5,0,5,2,0,2,0,0,0,0,0,0,0.0985915492957746,0,0.0985915492957746
2025-07-21 00:00:00,184,0,184,68,27,0,27,2,0,2,0,0,0,0,0,0,0.157608695652173,0,0.157608695652173
2025-07-22 00:00:00,486,0,486,128,68,0,68,11,0,11,0,0,0,1,0,1,0.164609053497942,0,0.164609053497942
2025-07-23 00:00:00,1386,0,1386,543,152,0,152,19,0,19,0,0,0,0,0,0,0.123376623376623,0,0.123376623376623
2025-07-24 00:00:00,288,0,288,125,32,0,32,5,0,5,0,0,0,1,0,1,0.131944444444444,0,0.131944444444444
2025-07-25 00:00:00,197,0,197,82,10,0,10,1,0,1,0,0,0,0,0,0,0.0558375634517766,0,0.0558375634517766
2025-07-26 00:00:00,144,0,144,54,7,0,7,2,0,2,0,0,0,0,0,0,0.0625,0,0.0625
2025-07-27 00:00:00,104,0,104,46,14,0,14,1,0,1,0,0,0,0,0,0,0.144230769230769,0,0.144230769230769
2025-07-28 00:00:00,415,0,415,221,23,0,23,4,0,4,0,0,0,0,0,0,0.0650602409638554,0,0.0650602409638554
2025-07-29 00:00:00,207,0,207,96,12,0,12,1,0,1,0,0,0,0,0,0,0.0628019323671497,0,0.0628019323671497
